,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Walking Ballista,,889882,1,Creatures,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
2,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,"Azusa, Lost but Seeking",,889882,4,Creatures,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
3,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Primeval Titan,,889882,4,Creatures,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
4,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Hornet Queen,,889882,1,Creatures,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
6,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Pact of Negation,,889882,2,Spells,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
7,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Slaughter Pact,,889882,1,Spells,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
8,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Summoner's Pact,,889882,4,Spells,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
9,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Ancient Stirrings,,889882,4,Spells,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
10,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Serum Visions,,889882,1,Spells,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
12,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Engineered Explosives,,889882,2,Artifacts,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
13,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Lotus Bloom,,889882,4,Artifacts,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
14,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Amulet of Vigor,,889882,4,Artifacts,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
16,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Aether Hub,,889882,2,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
17,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Boros Garrison,,889882,1,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
18,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Crumbling Vestige,,889882,1,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
19,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Forest,,889882,2,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
20,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Gemstone Mine,,889882,4,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
21,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Golgari Rot Farm,,889882,2,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
22,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Gruul Turf,,889882,2,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
23,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Khalni Garden,,889882,1,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
24,2018-01-12,Amulet Titan,modern,0,Competitive Modern League 2018-01-12,235 tix,$ 575,PuntThenWhine,,5,Radiant Fountain,,889882,1,Lands,competitive-modern-league-2018-01-12,competitive-modern-league-2018-01-12
