,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Birds of Paradise,,443161,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
2,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Noble Hierarch,,443161,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
3,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Scavenging Ooze,,443161,1,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
4,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Snapcaster Mage,,443161,1,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
5,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Tarmogoyf,,443161,4,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
6,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Courser of Kruphix,,443161,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
7,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Eternal Witness,,443161,1,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
8,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Knight of the Reliquary,,443161,4,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
9,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Zealous Conscripts,,443161,1,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
10,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,"Emrakul, the Aeons Torn",,443161,1,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
12,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,"Nahiri, the Harbinger",,443161,4,Planeswalkers,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
14,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Lightning Bolt,,443161,3,Spells,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
15,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Path to Exile,,443161,2,Spells,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
16,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Serum Visions,,443161,4,Spells,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
17,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Stubborn Denial,,443161,2,Spells,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
19,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Oath of Nissa,,443161,2,Enchantments,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
20,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Retreat to Coralhelm,,443161,2,Enchantments,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
22,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Arid Mesa,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
23,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Breeding Pool,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
24,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Forest,,443161,3,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
25,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Gavony Township,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
26,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Ghost Quarter,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
27,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Hallowed Fountain,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
28,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Horizon Canopy,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
29,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Kessig Wolf Run,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
30,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Misty Rainforest,,443161,4,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
31,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Plains,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
32,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Sacred Foundry,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
33,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Stomping Ground,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
34,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Temple Garden,,443161,1,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
35,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Windswept Heath,,443161,2,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
36,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Wooded Foothills,,443161,2,Lands,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
38,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Engineered Explosives,,443161,2,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
39,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Dispel,,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
40,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Flame Jab,,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
41,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Surgical Extraction,,443161,2,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
42,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Lightning Helix,,443161,2,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
43,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,"Melira, Sylvok Outcast",,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
44,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Negate,,443161,2,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
45,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Stony Silence,,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
46,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,Reclamation Sage,,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
47,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,"Linvala, Keeper of Silence",,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
48,2016-07-10,Nahiri Knightfall,modern,,SCG Modern Classic Worcester,476 tix,"$ 1,401",Eli Kassis,1st,,"Keranos, God of Storms",,443161,1,Sideboard,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
1,2016-07-10,U/W Control,modern,,SCG Modern Classic Worcester,271 tix,$ 792,Keenan Kelly,2nd,,Snapcaster Mage,,443162,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
2,2016-07-10,U/W Control,modern,,SCG Modern Classic Worcester,271 tix,$ 792,Keenan Kelly,2nd,,Wall of Omens,,443162,3,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
3,2016-07-10,U/W Control,modern,,SCG Modern Classic Worcester,271 tix,$ 792,Keenan Kelly,2nd,,Kitchen Finks,,443162,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
4,2016-07-10,U/W Control,modern,,SCG Modern Classic Worcester,271 tix,$ 792,Keenan Kelly,2nd,,Restoration Angel,,443162,2,Creatures,scg-modern-classic-worcester-2016-07-10,scg-modern-classic-worcester
