,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Noble Hierarch,,428837,4,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
2,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Leonin Arbiter,,428837,4,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
3,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Qasali Pridemage,,428837,1,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
4,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Scavenging Ooze,,428837,2,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
5,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,"Thalia, Guardian of Thraben",,428837,3,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
6,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Aven Mindcensor,,428837,2,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
7,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Blade Splicer,,428837,3,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
8,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Eldrazi Displacer,,428837,1,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
9,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Eternal Witness,,428837,2,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
10,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Flickerwisp,,428837,4,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
11,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Restoration Angel,,428837,2,Creatures,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
13,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Path to Exile,,428837,4,Spells,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
14,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Collected Company,,428837,2,Spells,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
16,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Aether Vial,,428837,4,Artifacts,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
18,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Eiganjo Castle,,428837,1,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
19,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Forest,,428837,1,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
20,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Gavony Township,,428837,1,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
21,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Ghost Quarter,,428837,4,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
22,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Horizon Canopy,,428837,2,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
23,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Mutavault,,428837,2,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
24,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Plains,,428837,2,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
25,2016-06-09,Death&Taxes (WG),modern,0,Competitive Modern League 2016-06-09,474 tix,"$ 1,182",SpiderSpace,,5,Razorverge Thicket,,428837,4,Lands,competitive-modern-league-2016-06-09,competitive-modern-league-2016-06-09
