,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Hangarback Walker,,433802,1,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
2,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Memnite,,433802,3,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
3,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Ornithopter,,433802,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
4,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Signal Pest,,433802,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
5,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Arcbound Ravager,,433802,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
6,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Spellskite,,433802,1,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
7,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Steel Overseer,,433802,2,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
8,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Vault Skirge,,433802,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
9,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Etched Champion,,433802,3,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
10,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Master of Etherium,,433802,1,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
12,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Galvanic Blast,,433802,2,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
14,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Mox Opal,,433802,4,Artifacts,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
15,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Springleaf Drum,,433802,4,Artifacts,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
16,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Cranial Plating,,433802,4,Artifacts,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
18,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Ensoul Artifact,,433802,2,Enchantments,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
20,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Blinkmoth Nexus,,433802,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
21,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Darksteel Citadel,,433802,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
22,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Glimmervoid,,433802,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
23,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Inkmoth Nexus,,433802,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
24,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Island,,433802,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
26,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Sea Gate Wreckage,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
27,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Dispatch,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
28,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Relic of Progenitus,,433802,2,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
29,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Spell Pierce,,433802,2,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
30,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Thoughtseize,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
31,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Ancient Grudge,,433802,3,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
32,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Spellskite,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
33,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Whipflare,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
34,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Etched Champion,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
35,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Ghirapur Aether Grid,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
36,2016-06-21,Affinity,modern,0,Competitive Modern League 2016-06-21,358 tix,$ 907,Piratus,,5,Wear // Tear,,433802,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
1,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Death's Shadow,,433798,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
2,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Monastery Swiftspear,,433798,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
3,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Steppe Lynx,,433798,3,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
4,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Wild Nacatl,,433798,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
5,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Street Wraith,,433798,4,Creatures,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
7,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Gitaxian Probe,,433798,4,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
8,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Lightning Bolt,,433798,2,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
9,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Mutagenic Growth,,433798,4,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
10,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Thoughtseize,,433798,3,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
11,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Temur Battle Rage,,433798,4,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
12,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Become Immense,,433798,3,Spells,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
14,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Mishra's Bauble,,433798,4,Artifacts,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
16,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Blood Crypt,,433798,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
17,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Bloodstained Mire,,433798,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
18,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Godless Shrine,,433798,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
19,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Overgrown Tomb,,433798,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
20,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Sacred Foundry,,433798,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
21,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Stomping Ground,,433798,1,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
22,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Windswept Heath,,433798,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
23,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Wooded Foothills,,433798,4,Lands,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
25,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Inquisition of Kozilek,,433798,2,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
26,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Lightning Bolt,,433798,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
27,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Natural State,,433798,2,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
28,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Ancient Grudge,,433798,3,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
29,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Lightning Helix,,433798,1,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
30,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Pyroclasm,,433798,3,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
31,2016-06-21,Death's Shadow Aggro,modern,0,Competitive Modern League 2016-06-21,184 tix,$ 486,coryl101,,5,Hooting Mandrills,,433798,3,Sideboard,competitive-modern-league-2016-06-21,competitive-modern-league-2016-06-21
