,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
1,4,Noble Hierarch,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
2,1,Spellskite,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
3,4,Eldrazi Displacer,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
4,4,Eldrazi Skyspawner,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
5,4,Thought-Knot Seer,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
6,4,Reality Smasher,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
7,4,Drowner of Hope,,Creatures,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
9,4,Ancient Stirrings,,Spells,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
10,4,Path to Exile,,Spells,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
11,1,Dromoka's Command,,Spells,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
13,2,Engineered Explosives,,Artifacts,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
14,2,Talisman of Progress,,Artifacts,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
16,1,Breeding Pool,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
17,2,Brushland,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
18,3,Cavern of Souls,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
19,4,Eldrazi Temple,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
20,1,Forest,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
21,1,Ghost Quarter,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
22,1,Island,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
23,1,Plains,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
24,1,Temple Garden,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
25,4,Windswept Heath,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
26,3,Yavimaya Coast,,Lands,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
28,1,Grafdigger's Cage,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
29,1,Natural State,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
30,2,Blessed Alliance,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
31,3,Disdainful Stroke,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
32,1,Negate,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
33,2,Rest in Peace,,Sideboard,5,0,Bant Eldrazi,LWashington,383 tix,"$ 1,050",589232,2017-03-08,2017 TCGplayer States - IL,modern,2017-tcgplayer-states---il,2017-tcgplayer-states---il-2017-03-08
