,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
11,2,Deceiver Exarch,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
12,1,Izzet Staticaster,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
13,3,Kitchen Finks,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
14,1,Glen Elendra Archmage,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
15,1,"Linvala, Keeper of Silence",,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
16,1,Murderous Redcap,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
17,3,Restoration Angel,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
18,2,"Kiki-Jiki, Mirror Breaker",,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
19,1,Zealous Conscripts,,Creatures,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
21,2,Domri Rade,,Planeswalkers,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
23,4,Birthing Pod,,Artifacts,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
25,4,Arid Mesa,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
26,1,Breeding Pool,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
27,1,Clifftop Retreat,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
28,1,Forest,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
29,1,Gavony Township,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
30,4,Grove of the Burnwillows,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
31,1,Hallowed Fountain,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
32,1,Island,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
33,3,Misty Rainforest,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
34,1,Plains,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
35,1,Rugged Prairie,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
36,1,Sacred Foundry,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
37,1,Steam Vents,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
38,1,Stomping Ground,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
39,1,Temple Garden,,Lands,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
41,2,Path to Exile,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
42,2,Ancient Grudge,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
43,1,"Kataki, War's Wage",,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
44,1,Negate,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
45,1,"Thalia, Guardian of Thraben",,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
46,1,Voice of Resurgence,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
47,2,Aven Mindcensor,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
48,1,Fulminator Mage,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
49,1,Avalanche Riders,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
50,1,"Linvala, Keeper of Silence",,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
51,1,Obstinate Baloth,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
52,1,Sowing Salt,,Sideboard,4,0,Kiki-Pod,visitor636,309 tix,$ 780,220057,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
1,4,Birds of Paradise,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
2,3,Deathrite Shaman,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
3,2,Viscera Seer,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
4,1,Cartel Aristocrat,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
5,1,"Melira, Sylvok Outcast",,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
6,1,Qasali Pridemage,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
7,1,Scavenging Ooze,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
8,2,Voice of Resurgence,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
9,1,Eternal Witness,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
10,4,Kitchen Finks,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
11,1,Orzhov Pontiff,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
12,1,Spike Feeder,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
13,1,"Linvala, Keeper of Silence",,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
14,2,Murderous Redcap,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
15,1,Ranger of Eos,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
16,1,Archangel of Thune,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
17,1,Reveillark,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
18,1,Shriekmaw,,Creatures,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
20,2,Abrupt Decay,,Spells,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
21,2,Chord of Calling,,Spells,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
23,4,Birthing Pod,,Artifacts,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
25,2,Forest,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
26,3,Gavony Township,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
27,1,Godless Shrine,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
28,4,Misty Rainforest,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
29,2,Overgrown Tomb,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
30,3,Razorverge Thicket,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
31,1,Swamp,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
32,2,Temple Garden,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
33,4,Verdant Catacombs,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
34,1,Woodland Cemetery,,Lands,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
36,4,Thoughtseize,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
37,1,Spellskite,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
38,1,Voice of Resurgence,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
39,1,Aven Mindcensor,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
40,2,Dismember,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
41,1,Harmonic Sliver,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
42,3,Lingering Souls,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
43,1,Sin Collector,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
44,1,Obstinate Baloth,,Sideboard,4,0,Melira Pod,MrMan9879,202 tix,$ 873,220058,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
1,3,Cursecatcher,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
2,4,Lord of Atlantis,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
3,4,Master of the Pearl Trident,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
4,2,Phantasmal Image,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
5,4,Silvergill Adept,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
6,1,"Sygg, River Cutthroat",,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
7,4,Merrow Reejerey,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
8,2,"Thassa, God of the Sea",,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
9,3,Master of Waves,,Creatures,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
11,1,Spell Pierce,,Spells,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
12,4,Vapor Snag,,Spells,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
14,4,Aether Vial,,Artifacts,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
16,4,Spreading Seas,,Enchantments,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
18,16,Island,,Lands,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
19,4,Mutavault,,Lands,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
21,1,Ghost Quarter,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
22,1,Grafdigger's Cage,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
23,3,Relic of Progenitus,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
24,2,Spell Pierce,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
25,2,Steel Sabotage,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
26,2,Spellskite,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
27,2,Tidebinder Mage,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
28,1,Unified Will,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
29,1,Hibernation,,Sideboard,4,0,Merfolk,Ragethisgoblin,149 tix,$ 354,220061,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
1,3,Wurmcoil Engine,,Creatures,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
2,1,"Emrakul, the Aeons Torn",,Creatures,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
4,4,Karn Liberated,,Planeswalkers,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
6,4,Ancient Stirrings,,Spells,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
7,4,Pyroclasm,,Spells,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
8,4,Sylvan Scrying,,Spells,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
10,4,Chromatic Sphere,,Artifacts,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
11,4,Chromatic Star,,Artifacts,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
12,4,Expedition Map,,Artifacts,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
13,3,Relic of Progenitus,,Artifacts,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
14,4,Oblivion Stone,,Artifacts,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
16,1,Eye of Ugin,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
17,2,Forest,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
18,2,Ghost Quarter,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
19,4,Grove of the Burnwillows,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
20,4,Urza's Mine,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
21,4,Urza's Power Plant,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
22,4,Urza's Tower,,Lands,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
24,3,Nature's Claim,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
25,1,Ancient Grudge,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
26,2,Combust,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
27,1,Spellskite,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
28,3,Choke,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
29,1,Dismember,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
30,3,Stone Rain,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
31,1,Wurmcoil Engine,,Sideboard,4,0,RG Tron,ayedub,256 tix,$ 710,220060,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
1,4,Delver of Secrets,,Creatures,4,0,RUG Delver,WraithHunter,286 tix,"$ 1,072",220056,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
2,1,Grim Lavamancer,,Creatures,4,0,RUG Delver,WraithHunter,286 tix,"$ 1,072",220056,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
3,4,Snapcaster Mage,,Creatures,4,0,RUG Delver,WraithHunter,286 tix,"$ 1,072",220056,2014-02-04,Modern Daily #6683963,modern,modern-daily-6683963,modern-daily-6683963-2014-02-04
