,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
1,4,Dark Confidant,,Creatures,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
2,3,Scavenging Ooze,,Creatures,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
3,4,Tarmogoyf,,Creatures,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
4,2,Courser of Kruphix,,Creatures,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
6,3,Liliana of the Veil,,Planeswalkers,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
7,1,"Chandra, Pyromaster",,Planeswalkers,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
9,1,Slaughter Pact,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
10,3,Inquisition of Kozilek,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
11,4,Lightning Bolt,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
12,3,Thoughtseize,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
13,3,Abrupt Decay,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
14,2,Anger of the Gods,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
15,1,Dismember,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
16,1,Jund Charm,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
17,1,Maelstrom Pulse,,Spells,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
19,4,Blackcleave Cliffs,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
20,1,Blood Crypt,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
21,2,Forest,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
22,1,Grove of the Burnwillows,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
23,2,Marsh Flats,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
24,1,Misty Rainforest,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
25,2,Overgrown Tomb,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
26,3,Raging Ravine,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
27,1,Stomping Ground,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
28,2,Swamp,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
29,1,Twilight Mire,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
30,4,Verdant Catacombs,,Lands,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
32,1,Engineered Explosives,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
33,1,Slaughter Pact,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
34,1,Grafdigger's Cage,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
35,1,Thoughtseize,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
36,1,Ancient Grudge,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
37,1,Golgari Charm,,Sideboard,6,0,Jund,OompaLoompa,667 tix,"$ 2,215",235439,5/31/14,Modern Premier #7143337,modern,modern-premier-7143337,modern-premier-7143337-2014-05-31
