,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Cursecatcher,,390917,2,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
2,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Harbinger of the Tides,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
3,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Lord of Atlantis,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
4,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Master of the Pearl Trident,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
5,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Phantasmal Image,,390917,2,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
6,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Silvergill Adept,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
7,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Merrow Reejerey,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
8,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Master of Waves,,390917,4,Creatures,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
10,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Dismember,,390917,2,Spells,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
12,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Aether Vial,,390917,4,Artifacts,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
13,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Relic of Progenitus,,390917,2,Artifacts,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
15,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Spreading Seas,,390917,4,Enchantments,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
17,2016-03-20,Merfolk,modern,,SCG Modern IQ Kearny,162 tix,$ 397,Justin Okeefe,1st,,Island,,390917,14,Lands,scg-modern-iq-kearny-2016-03-20,scg-modern-iq-kearny
