,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Scavenging Ooze,,356852,2,Creatures,modern-league-2015-12-31,modern-league-2015-12-31
2,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Tarmogoyf,,356852,4,Creatures,modern-league-2015-12-31,modern-league-2015-12-31
3,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Kitchen Finks,,356852,2,Creatures,modern-league-2015-12-31,modern-league-2015-12-31
4,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Siege Rhino,,356852,4,Creatures,modern-league-2015-12-31,modern-league-2015-12-31
5,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,"Tasigur, the Golden Fang",,356852,2,Creatures,modern-league-2015-12-31,modern-league-2015-12-31
7,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Liliana of the Veil,,356852,3,Planeswalkers,modern-league-2015-12-31,modern-league-2015-12-31
9,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Slaughter Pact,,356852,1,Spells,modern-league-2015-12-31,modern-league-2015-12-31
10,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Inquisition of Kozilek,,356852,4,Spells,modern-league-2015-12-31,modern-league-2015-12-31
11,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Path to Exile,,356852,3,Spells,modern-league-2015-12-31,modern-league-2015-12-31
12,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Thoughtseize,,356852,2,Spells,modern-league-2015-12-31,modern-league-2015-12-31
13,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Abrupt Decay,,356852,4,Spells,modern-league-2015-12-31,modern-league-2015-12-31
14,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Lingering Souls,,356852,3,Spells,modern-league-2015-12-31,modern-league-2015-12-31
15,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Maelstrom Pulse,,356852,1,Spells,modern-league-2015-12-31,modern-league-2015-12-31
17,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Forest,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
18,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Ghost Quarter,,356852,2,Lands,modern-league-2015-12-31,modern-league-2015-12-31
19,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Godless Shrine,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
20,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Marsh Flats,,356852,3,Lands,modern-league-2015-12-31,modern-league-2015-12-31
21,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Overgrown Tomb,,356852,2,Lands,modern-league-2015-12-31,modern-league-2015-12-31
22,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Plains,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
23,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Shambling Vent,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
24,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Stirring Wildwood,,356852,2,Lands,modern-league-2015-12-31,modern-league-2015-12-31
25,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Swamp,,356852,2,Lands,modern-league-2015-12-31,modern-league-2015-12-31
26,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Temple Garden,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
27,2015-12-31,Abzan,modern,0,Modern League 2015-12-31,533 tix,"$ 1,598",FrankTheTank9,,5,Twilight Mire,,356852,1,Lands,modern-league-2015-12-31,modern-league-2015-12-31
