,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Goblin Bushwhacker,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
2,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Gravecrawler,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
3,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Bloodghast,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
4,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Lotleth Troll,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
5,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Stinkweed Imp,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
6,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Vengevine,,343128,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
7,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Gurmag Angler,,343128,3,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
9,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Faithless Looting,,343128,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
10,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Lightning Axe,,343128,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
11,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Abrupt Decay,,343128,1,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
12,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Grisly Salvage,,343128,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
13,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Murderous Cut,,343128,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
15,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Blackcleave Cliffs,,343128,4,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
16,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Blood Crypt,,343128,3,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
17,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Bloodstained Mire,,343128,4,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
18,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Copperline Gorge,,343128,4,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
19,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Stomping Ground,,343128,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
20,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Swamp,,343128,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
21,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Verdant Catacombs,,343128,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
22,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Wooded Foothills,,343128,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
24,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Lightning Axe,,343128,2,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
25,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Pithing Needle,,343128,3,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
26,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Abrupt Decay,,343128,3,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
27,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Ancient Grudge,,343128,3,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
28,2015-11-14,Vengevine,modern,,SCG Modern IQ Erie,183 tix,$ 706,Greg Dougan,1st,,Gnaw to the Bone,,343128,4,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
1,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Sakura-Tribe Elder,,343129,4,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
2,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Snapcaster Mage,,343129,2,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
3,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Pia and Kiran Nalaar,,343129,1,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
5,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Anticipate,,343129,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
6,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Farseek,,343129,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
7,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Izzet Charm,,343129,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
8,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Remand,,343129,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
9,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Electrolyze,,343129,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
10,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Search for Tomorrow,,343129,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
11,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Cryptic Command,,343129,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
12,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Scapeshift,,343129,3,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
13,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Bring to Light,,343129,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
15,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Breeding Pool,,343129,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
16,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Cinder Glade,,343129,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
17,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Forest,,343129,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
18,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Island,,343129,3,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
19,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Lumbering Falls,,343129,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
20,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Misty Rainforest,,343129,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
21,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Mountain,,343129,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
22,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Scalding Tarn,,343129,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
23,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Steam Vents,,343129,4,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
24,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Stomping Ground,,343129,4,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
25,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Swamp,,343129,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
26,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,"Valakut, the Molten Pinnacle",,343129,2,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
27,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Watery Grave,,343129,1,Lands,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
29,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Dispel,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
30,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Golgari Charm,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
31,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Negate,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
32,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Spellskite,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
33,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Anger of the Gods,,343129,2,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
34,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Kolaghan's Command,,343129,2,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
35,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Krosan Grip,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
36,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Obstinate Baloth,,343129,3,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
37,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Pia and Kiran Nalaar,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
38,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Shatterstorm,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
39,2015-11-14,Scapeshift,modern,,SCG Modern IQ Erie,242 tix,$ 996,Christopher Marchand,2nd,,Slaughter Games,,343129,1,Sideboard,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
1,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Snapcaster Mage,,343130,3,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
2,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Wall of Omens,,343130,3,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
3,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Kitchen Finks,,343130,3,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
4,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Vendilion Clique,,343130,2,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
5,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Restoration Angel,,343130,3,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
6,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Sun Titan,,343130,1,Creatures,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
8,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Gideon Jura,,343130,1,Planeswalkers,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
10,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Dispel,,343130,1,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
11,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Path to Exile,,343130,4,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
12,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Spell Snare,,343130,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
13,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Delay,,343130,1,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
14,2015-11-14,Azorius Control,modern,,SCG Modern IQ Erie,292 tix,$ 928,Jake Slease,3rd,,Negate,,343130,2,Spells,scg-modern-iq-erie-2015-11-14,scg-modern-iq-erie
