,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
12,1,Sunlance,,Spells,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
14,4,Aether Vial,,Artifacts,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
16,1,Eiganjo Castle,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
17,1,Forest,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
18,2,Gavony Township,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
19,4,Ghost Quarter,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
20,4,Horizon Canopy,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
21,2,Plains,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
22,4,Razorverge Thicket,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
23,4,Temple Garden,,Lands,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
25,3,Chalice of the Void,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
26,3,Burrenton Forge-Tender,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
27,1,Sunlance,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
28,1,Gaddock Teeg,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
29,2,Mark of Asylum,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
30,3,Stony Silence,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
31,1,Choke,,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
32,1,"Linvala, Keeper of Silence",,Sideboard,4,0,GW Hate Bears,CharlieTheBananaKing,478 tix,$ 861,250254,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
1,4,Birds of Paradise,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
2,3,Noble Hierarch,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
3,1,Qasali Pridemage,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
4,1,Scavenging Ooze,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
5,1,Spellskite,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
6,3,Voice of Resurgence,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
7,2,Wall of Roots,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
8,1,Eternal Witness,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
9,3,Kitchen Finks,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
10,1,Orzhov Pontiff,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
11,1,Sin Collector,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
12,1,Spike Feeder,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
13,1,"Linvala, Keeper of Silence",,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
14,1,Murderous Redcap,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
15,1,Restoration Angel,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
16,1,Siege Rhino,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
17,1,Archangel of Thune,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
18,1,Reveillark,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
19,1,Shriekmaw,,Creatures,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
21,2,Abrupt Decay,,Spells,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
22,2,Chord of Calling,,Spells,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
24,4,Birthing Pod,,Artifacts,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
26,3,Forest,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
27,3,Gavony Township,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
28,1,Godless Shrine,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
29,2,Overgrown Tomb,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
30,3,Razorverge Thicket,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
31,1,Swamp,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
32,1,Temple Garden,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
33,4,Verdant Catacombs,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
34,4,Windswept Heath,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
35,1,Woodland Cemetery,,Lands,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
37,4,Thoughtseize,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
38,1,Abrupt Decay,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
39,1,Scavenging Ooze,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
40,1,Aven Mindcensor,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
41,2,Dismember,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
42,1,Orzhov Pontiff,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
43,1,Reclamation Sage,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
44,1,Sin Collector,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
45,1,Entomber Exarch,,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
46,1,"Thrun, the Last Troll",,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
47,1,"Sigarda, Host of Herons",,Sideboard,4,0,Melira Pod,EronRelentless,269 tix,$ 749,250250,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
1,4,Sakura-Tribe Elder,,Creatures,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
2,2,Snapcaster Mage,,Creatures,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
4,4,Lightning Bolt,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
5,2,Repeal,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
6,2,Izzet Charm,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
7,4,Remand,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
8,2,Electrolyze,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
9,4,Search for Tomorrow,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
10,4,Cryptic Command,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
11,4,Scapeshift,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
12,3,Dig Through Time,,Spells,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
14,1,Breeding Pool,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
15,2,Flooded Grove,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
16,3,Forest,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
17,3,Island,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
18,4,Misty Rainforest,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
19,2,Mountain,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
20,4,Steam Vents,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
21,4,Stomping Ground,,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
22,2,"Valakut, the Molten Pinnacle",,Lands,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
24,1,Engineered Explosives,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
25,3,Dispel,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
26,1,Nature's Claim,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
27,2,Ancient Grudge,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
28,2,Pyroclasm,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
29,2,Anger of the Gods,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
30,4,Obstinate Baloth,,Sideboard,4,0,Scapeshift,Grandjammer,238 tix,"$ 1,007",250251,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
1,4,Sakura-Tribe Elder,,Creatures,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
2,2,Snapcaster Mage,,Creatures,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
4,4,Lightning Bolt,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
5,2,Izzet Charm,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
6,2,Pyroclasm,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
7,4,Remand,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
8,2,Electrolyze,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
9,4,Search for Tomorrow,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
10,4,Cryptic Command,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
11,4,Scapeshift,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
12,3,Dig Through Time,,Spells,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
14,3,Breeding Pool,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
15,1,Flooded Grove,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
16,2,Forest,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
17,3,Island,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
18,4,Misty Rainforest,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
19,2,Mountain,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
20,4,Steam Vents,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
21,4,Stomping Ground,,Lands,4,0,Scapeshift,__FAB__,231 tix,$ 974,250255,2014-11-03,Modern Daily #7620569,modern,modern-daily-7620569,modern-daily-7620569-2014-11-03
