,number,card,card_type,type,W,L,Deck,Pilot,Online Price,Paper Price,deck_id,Date,Name,Format,url_name,url_formated
8,4,Knight of the Reliquary,,Creatures,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
10,4,Brave the Elements,,Spells,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
11,4,Path to Exile,,Spells,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
12,3,Thoughtseize,,Spells,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
14,4,Arid Mesa,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
15,1,Forest,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
16,1,Ghost Quarter,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
17,1,Godless Shrine,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
18,4,Marsh Flats,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
19,3,Misty Rainforest,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
20,1,Overgrown Tomb,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
21,3,Plains,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
22,1,Sejiri Steppe,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
23,1,Stirring Wildwood,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
24,1,Swamp,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
25,1,Temple Garden,,Lands,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
27,1,Grafdigger's Cage,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
28,2,Surgical Extraction,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
29,1,Thoughtseize,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
30,1,Back to Nature,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
31,2,Smother,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
32,1,Stony Silence,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
33,2,Zealous Persecution,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
34,1,Choke,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
35,3,Lingering Souls,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
36,1,Creeping Corrosion,,Sideboard,4,0,Junk,whiterknight,202 tix,$ 700,238085,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
1,4,Birds of Paradise,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
2,3,Noble Hierarch,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
3,1,Viscera Seer,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
4,1,"Melira, Sylvok Outcast",,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
5,1,Qasali Pridemage,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
6,1,Scavenging Ooze,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
7,1,Spellskite,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
8,2,Voice of Resurgence,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
9,1,Wall of Roots,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
10,1,Eternal Witness,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
11,4,Kitchen Finks,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
12,1,Orzhov Pontiff,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
13,1,Entomber Exarch,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
14,1,"Linvala, Keeper of Silence",,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
15,1,Murderous Redcap,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
16,1,Restoration Angel,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
17,1,Reveillark,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
18,1,Shriekmaw,,Creatures,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
20,2,Thoughtseize,,Spells,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
21,2,Abrupt Decay,,Spells,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
22,2,Chord of Calling,,Spells,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
24,4,Birthing Pod,,Artifacts,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
26,3,Forest,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
27,3,Gavony Township,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
28,1,Godless Shrine,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
29,1,Marsh Flats,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
30,3,Misty Rainforest,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
31,2,Overgrown Tomb,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
32,3,Razorverge Thicket,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
33,1,Swamp,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
34,1,Temple Garden,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
35,4,Verdant Catacombs,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
36,1,Woodland Cemetery,,Lands,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
38,2,Thoughtseize,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
39,2,Abrupt Decay,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
40,1,"Kataki, War's Wage",,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
41,1,Scavenging Ooze,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
42,1,Aven Mindcensor,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
43,2,Dismember,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
44,1,Eidolon of Rhetoric,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
45,1,Harmonic Sliver,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
46,2,Lingering Souls,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
47,1,Sin Collector,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
48,1,Obstinate Baloth,,Sideboard,4,0,Melira Pod,_Manowar_,275 tix,$ 825,238082,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
1,4,Sakura-Tribe Elder,,Creatures,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
2,3,Snapcaster Mage,,Creatures,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
4,1,Lightning Bolt,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
5,2,Repeal,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
6,4,Sleight of Hand,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
7,3,Izzet Charm,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
8,4,Remand,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
9,3,Telling Time,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
10,1,Firespout,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
11,4,Search for Tomorrow,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
12,3,Cryptic Command,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
13,4,Scapeshift,,Spells,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
15,1,Breeding Pool,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
16,1,Flooded Grove,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
17,3,Forest,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
18,3,Island,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
19,4,Misty Rainforest,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
20,2,Mountain,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
21,4,Steam Vents,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
22,4,Stomping Ground,,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
23,2,"Valakut, the Molten Pinnacle",,Lands,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
25,1,"Boseiju, Who Shelters All",,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
26,2,Relic of Progenitus,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
27,1,Swan Song,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
28,2,Ancient Grudge,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
29,1,Echoing Truth,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
30,2,Firespout,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
31,4,Obstinate Baloth,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
32,1,Sowing Salt,,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
33,1,"Teferi, Mage of Zhalfir",,Sideboard,4,0,Scapeshift,SpacejAm,206 tix,$ 998,238087,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
1,3,Snapcaster Mage,,Creatures,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
2,4,Tarmogoyf,,Creatures,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
3,4,Deceiver Exarch,,Creatures,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
4,2,Pestermite,,Creatures,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
5,2,Vendilion Clique,,Creatures,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
7,1,Flame Slash,,Spells,4,0,Splinter Twin,Socratez,353 tix,"$ 1,356",238081,2014-06-17,Modern Daily #7190544,modern,modern-daily-7190544,modern-daily-7190544-2014-06-17
