,Date,Deck,Format,L,Name,Online Price,Paper Price,Pilot,Place,W,card,card_type,deck_id,number,type,url_formated,url_name
1,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Ancient Stirrings,,748850,4,Spells,modern-challenge-10853759,modern-challenge-10853759
2,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Inquisition of Kozilek,,748850,3,Spells,modern-challenge-10853759,modern-challenge-10853759
3,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Surgical Extraction,,748850,2,Spells,modern-challenge-10853759,modern-challenge-10853759
4,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Thoughtseize,,748850,3,Spells,modern-challenge-10853759,modern-challenge-10853759
5,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Abrupt Decay,,748850,2,Spells,modern-challenge-10853759,modern-challenge-10853759
6,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Collective Brutality,,748850,1,Spells,modern-challenge-10853759,modern-challenge-10853759
7,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Infernal Tutor,,748850,1,Spells,modern-challenge-10853759,modern-challenge-10853759
9,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Mishra's Bauble,,748850,4,Artifacts,modern-challenge-10853759,modern-challenge-10853759
10,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Mox Opal,,748850,4,Artifacts,modern-challenge-10853759,modern-challenge-10853759
11,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Codex Shredder,,748850,4,Artifacts,modern-challenge-10853759,modern-challenge-10853759
12,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Ghoulcaller's Bell,,748850,2,Artifacts,modern-challenge-10853759,modern-challenge-10853759
13,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Lantern of Insight,,748850,4,Artifacts,modern-challenge-10853759,modern-challenge-10853759
14,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Pithing Needle,,748850,2,Artifacts,modern-challenge-10853759,modern-challenge-10853759
15,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Pyxis of Pandemonium,,748850,2,Artifacts,modern-challenge-10853759,modern-challenge-10853759
16,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Ensnaring Bridge,,748850,4,Artifacts,modern-challenge-10853759,modern-challenge-10853759
18,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Academy Ruins,,748850,2,Lands,modern-challenge-10853759,modern-challenge-10853759
19,2017-09-02,Lantern Control,modern,0,Modern Challenge #10853759,587 tix,"$ 1,153",OlleR,,7,Blooming Marsh,,748850,3,Lands,modern-challenge-10853759,modern-challenge-10853759
